t_s,power.draw,power.limit,temperature.gpu,utilization.gpu,clocks.sm,clocks.mem,clocks_throttle_reasons.active,pcie.link.gen.current,memory.used
758.1,50.35,250.00,34,66,2917,13801,0x0000000000000000,5,1144
760.1,50.29,250.00,34,66,2917,13801,0x0000000000000000,5,1144
762.1,50.21,250.00,34,64,2917,13801,0x0000000000000000,5,1144
764.1,50.15,250.00,34,66,2917,13801,0x0000000000000000,5,1144
766.1,50.24,250.00,34,65,2917,13801,0x0000000000000000,5,1144
768.1,50.17,250.00,34,64,2917,13801,0x0000000000000000,5,1144
770.1,50.28,250.00,34,64,2917,13801,0x0000000000000000,5,1144
772.2,50.12,250.00,34,66,2917,13801,0x0000000000000000,5,1144
774.2,50.13,250.00,34,64,2917,13801,0x0000000000000000,5,1144
776.2,50.17,250.00,34,64,2917,13801,0x0000000000000000,5,1144
778.2,50.21,250.00,34,66,2917,13801,0x0000000000000000,5,1144
780.2,50.15,250.00,34,65,2917,13801,0x0000000000000000,5,1144
782.2,50.02,250.00,34,65,2917,13801,0x0000000000000000,5,1144
784.2,50.13,250.00,34,66,2917,13801,0x0000000000000000,5,1144
786.2,50.18,250.00,34,65,2917,13801,0x0000000000000000,5,1144
788.2,50.20,250.00,34,64,2917,13801,0x0000000000000000,5,1144
790.2,50.04,250.00,34,64,2917,13801,0x0000000000000000,5,1144
792.2,49.89,250.00,34,64,2917,13801,0x0000000000000000,5,1144
794.2,49.86,250.00,34,64,2917,13801,0x0000000000000000,5,1144
796.2,49.96,250.00,34,65,2917,13801,0x0000000000000000,5,1144
798.2,50.01,250.00,34,65,2917,13801,0x0000000000000000,5,1144
800.2,50.17,250.00,34,66,2917,13801,0x0000000000000000,5,1144
802.2,49.79,250.00,34,64,2917,13801,0x0000000000000000,5,1144
804.2,50.09,250.00,34,65,2917,13801,0x0000000000000000,5,1144
806.3,50.01,250.00,34,64,2917,13801,0x0000000000000000,5,1144
808.3,50.00,250.00,34,66,2917,13801,0x0000000000000000,5,1144
810.3,49.77,250.00,34,65,2917,13801,0x0000000000000000,5,1144
812.3,50.08,250.00,34,65,2917,13801,0x0000000000000000,5,1144
814.3,49.94,250.00,34,66,2917,13801,0x0000000000000000,5,1144
816.3,50.02,250.00,34,65,2917,13801,0x0000000000000000,5,1144
818.3,49.93,250.00,34,65,2917,13801,0x0000000000000000,5,1144
820.3,49.81,250.00,34,66,2917,13801,0x0000000000000000,5,1144
822.3,49.96,250.00,34,63,2917,13801,0x0000000000000000,5,1144
824.3,49.90,250.00,34,66,2917,13801,0x0000000000000000,5,1144
826.3,50.03,250.00,34,66,2917,13801,0x0000000000000000,5,1144
828.3,50.10,250.00,34,64,2917,13801,0x0000000000000000,5,1144
830.3,49.92,250.00,34,64,2917,13801,0x0000000000000000,5,1144
832.3,50.17,250.00,34,66,2917,13801,0x0000000000000000,5,1144
834.3,50.18,250.00,34,66,2917,13801,0x0000000000000000,5,1144
836.3,49.96,250.00,34,64,2917,13801,0x0000000000000000,5,1144
838.3,49.94,250.00,34,65,2917,13801,0x0000000000000000,5,1144
840.3,50.03,250.00,34,66,2917,13801,0x0000000000000000,5,1144
842.4,50.10,250.00,34,64,2917,13801,0x0000000000000000,5,1144
844.4,50.11,250.00,34,66,2917,13801,0x0000000000000000,5,1144
846.4,50.19,250.00,34,66,2917,13801,0x0000000000000000,5,1144
848.4,50.13,250.00,34,66,2917,13801,0x0000000000000000,5,1144
850.4,50.10,250.00,34,64,2917,13801,0x0000000000000000,5,1144
852.4,50.08,250.00,34,66,2917,13801,0x0000000000000000,5,1144
854.4,49.86,250.00,34,66,2917,13801,0x0000000000000000,5,1144
856.4,49.80,250.00,34,65,2917,13801,0x0000000000000000,5,1144
858.4,49.67,250.00,34,66,2917,13801,0x0000000000000000,5,1144
860.4,49.91,250.00,34,66,2917,13801,0x0000000000000000,5,1144
862.4,49.84,250.00,34,65,2917,13801,0x0000000000000000,5,1144
864.4,49.75,250.00,34,66,2917,13801,0x0000000000000000,5,1144
866.4,50.10,250.00,34,64,2917,13801,0x0000000000000000,5,1144
868.4,49.95,250.00,34,64,2917,13801,0x0000000000000000,5,1144
870.4,49.99,250.00,34,64,2917,13801,0x0000000000000000,5,1144
872.5,50.14,250.00,34,66,2917,13801,0x0000000000000000,5,1144
874.5,50.03,250.00,34,65,2917,13801,0x0000000000000000,5,1144
876.5,50.13,250.00,34,64,2917,13801,0x0000000000000000,5,1144
878.5,50.22,250.00,34,66,2917,13801,0x0000000000000000,5,1144
880.5,50.22,250.00,34,64,2917,13801,0x0000000000000000,5,1144
882.5,50.12,250.00,34,66,2917,13801,0x0000000000000000,5,1144
884.5,50.06,250.00,34,65,2917,13801,0x0000000000000000,5,1144
886.5,50.10,250.00,34,64,2917,13801,0x0000000000000000,5,1144
888.5,50.11,250.00,34,66,2917,13801,0x0000000000000000,5,1144
890.5,49.92,250.00,34,66,2917,13801,0x0000000000000000,5,1144
892.5,50.08,250.00,34,64,2917,13801,0x0000000000000000,5,1144
894.5,50.02,250.00,34,65,2917,13801,0x0000000000000000,5,1144
896.5,50.19,250.00,34,66,2917,13801,0x0000000000000000,5,1144
898.5,50.26,250.00,34,66,2917,13801,0x0000000000000000,5,1144
